사업장명칭,사업장소재지(지번),주사육업종,사육두수
금지농장,전라남도 영암군 시종면 금지리  ,한우,28
혜인농장,전라남도 영암군 덕진면 노송리  ,한우,40
창조영농조합법인,전라남도 영암군 신북면 유곡리  ,한우,24
조귀일농장,전라남도 영암군 미암면 채지리  ,한우,39
고찬영농조합법인,전라남도 영암군 시종면 만수리,한우,64
고찬영농조합법인,전라남도 영암군 도포면 구학리,한우,128
박학윤,전라남도 영암군 신북면 이천리  ,한우,6
금수농장,전라남도 영암군 신북면 갈곡리,한우,70
울타리영농조합법인,"전라남도 영암군 학산면 신덕리, ",한우,73
마산축산,전라남도 영암군 군서면 마산리  ,한우,16
영천농장,전라남도 영암군 삼호읍 서창리  ,한우,3
안산농장,전라남도 영암군 시종면 월악리  ,한우,168
가나농장,전라남도 영암군 미암면 선황리  ,한우,20
천수농장,전라남도 영암군 신북면 이천리  ,한우,100
오복농장,전라남도 영암군 삼호읍 망산리  ,한우,6
세빈농장,전라남도 영암군 시종면 옥야리  ,한우,60
삼부자농장,전라남도 영암군 미암면 춘동리  ,한우,5
태성농장,전라남도 영암군 덕진면 백계리  ,한우,23
현대농장,전라남도 영암군 신북면 이천리  ,한우,20
철리축산,전라남도 영암군 신북면 이천리  ,한우,6
덕림농장,전라남도 영암군 신북면 월지리  ,한우,14
대성농장,전라남도 영암군 신북면 학동리  ,한우,100
아름축산,전라남도 영암군 도포면 성산리  ,한우,14
한샘농장,전라남도 영암군 학산면 용산리  ,한우,84
은평농장,전라남도 영암군 서호면 금강리  ,한우,6
행복농장,전라남도 영암군 군서면 동호리  ,한우,11
오성농장,전라남도 영암군 학산면 용산리  ,한우,15
우정목장,전라남도 영암군 미암면 남산리  ,한우,17
BK농장,전라남도 영암군 덕진면 금강리  ,한우,10
사랑의농장,전라남도 영암군 미암면 호포리  ,한우,5
자연에축산,전라남도 영암군 학산면 용산리  ,한우,11
금강축산,전라남도 영암군 서호면 금강리  ,한우,22
영길농장,전라남도 영암군 도포면 성산리  ,한우,40
길근농장,전라남도 영암군 서호면 쌍풍리  ,한우,10
선룡축산,전라남도 영암군 서호면 엄길리  ,한우,20
안기농장,전라남도 영암군 금정면 용흥리  ,한우,30
성진농장,전라남도 영암군 신북면 행정리  ,한우,35
청수축산,전라남도 영암군 미암면 채지리  ,한우,2
푸른축산,전라남도 영암군 신북면 금수리  ,한우,4
영보농장,전라남도 영암군 덕진면 영보리  ,한우,8
워낭축산,전라남도 영암군 서호면 엄길리  ,한우,37
길손농장,전라남도 영암군 미암면 채지리  ,한우,20
양정농산,전라남도 영암군 도포면 영호리  ,한우,7
춘재농장,전라남도 영암군 학산면 묵동리  ,한우,3
괴음축산,전라남도 영암군 서호면 장천리  ,한우,16
부성축산,전라남도 영암군 덕진면 노송리  ,한우,9
조은목장,전라남도 영암군 서호면 장천리  ,한우,72
목동농장,전라남도 영암군 도포면 수산리  ,한우,39
현수농장,전라남도 영암군 도포면 영호리  ,한우,100
복음제2농장,전라남도 영암군 덕진면 백계리  ,한우,46
믿음농장,전라남도 영암군 덕진면 백계리  ,한우,100
성희농장,전라남도 영암군 서호면 몽해리  ,한우,23
남규농장,전라남도 영암군 도포면 성산리  ,한우,350
신한축산,전라남도 영암군 미암면 신한리  ,한우,19
덕영축산,전라남도 영암군 영암읍 춘양리  ,한우,30
금호축산,전라남도 영암군 덕진면 금강리  ,한우,50
청우농장,전라남도 영암군 덕진면 백계리  ,한우,23
수영축산,전라남도 영암군 덕진면 영보리  ,한우,26
금호축산,전라남도 영암군 영암읍 용흥리  ,한우,3
하늘농장,전라남도 영암군 서호면 화송리  ,한우,22
유진축산,전라남도 영암군 도포면 영호리  ,한우,40
해성농원,전라남도 영암군 덕진면 금강리  ,한우,80
영범농장,전라남도 영암군 덕진면 노송리  ,한우,3
별빛한우농장,전라남도 영암군 군서면 모정리  ,한우,0
은우농장,전라남도 영암군 서호면 엄길리  ,한우,1
성산목장,전라남도 영암군 도포면 성산리  ,한우,17
삼성농장,전라남도 영암군 군서면 동호리  ,한우,50
기찬한우영농조합법인,전라남도 영암군 덕진면 영등리  ,한우,200
안적동농장,전라남도 영암군 금정면 용흥리  ,한우,9
해오름농장,전라남도 영암군 서호면 성재리  ,한우,34
동현농장,전라남도 영암군 도포면 수산리  ,한우,8
금옥농장,전라남도 영암군 삼호읍 서호리  ,한우,6
형하농장,전라남도 영암군 덕진면 장선리  ,한우,5
매월축산,전라남도 영암군 학산면 매월리  ,한우,7
재우네목장,전라남도 영암군 삼호읍 망산리  ,한우,16
사랑농장,전라남도 영암군 삼호읍 서창리  ,한우,18
감치농장,전라남도 영암군 삼호읍 동호리  ,한우,3
유영농장,전라남도 영암군 신북면 학동리  ,한우,14
우리농장,전라남도 영암군 삼호읍 동호리  ,한우,5
천하농장,전라남도 영암군 미암면 춘동리  ,한우,19
연원목장,전라남도 영암군 신북면 행정리  ,한우,6
인수농장,전라남도 영암군 시종면 신연리  ,한우,5
기범농장,전라남도 영암군 시종면 신연리  ,한우,2
충현농장,전라남도 영암군 시종면 신연리  ,한우,18
일광농장,전라남도 영암군 신북면 월지리  ,한우,6042
광주농장,전라남도 영암군 시종면 신연리  ,한우,52
신연농장,전라남도 영암군 시종면 신연리  ,한우,62
성훈농장,전라남도 영암군 군서면 서구림리  ,한우,64
국군농장,전라남도 영암군 시종면 신연리  ,한우,16
서호아라리축산영농조합법인,전라남도 영암군 서호면 엄길리  ,한우,40
신흥축산,전라남도 영암군 시종면 신흥리  ,한우,22
정현농장,전라남도 영암군 시종면 신흥리  ,한우,30
백야농장,전라남도 영암군 삼호읍 동호리  ,한우,35
선이농장,전라남도 영암군 시종면 옥야리  ,한우,4
서진농장,전라남도 영암군 신북면 갈곡리  ,한우,30
광주농장,전라남도 영암군 삼호읍 서창리  ,한우,4
와우축산,전라남도 영암군 시종면 와우리  ,한우,8
다시농장,전라남도 영암군 도포면 봉호리  ,한우,13
정미농장,전라남도 영암군 군서면 동호리  ,한우,0
탑동축산,전라남도 영암군 군서면 동호리  ,한우,0
신덕축산,전라남도 영암군 학산면 신덕리  ,한우,7
광산농장,전라남도 영암군 학산면 독천리  ,한우,4
정오농장,전라남도 영암군 학산면 용산리  ,한우,2
거분농장,전라남도 영암군 학산면 용산리  ,한우,2
상월리 농장,전라남도 영암군 학산면 상월리  ,한우,2
광인농장,전라남도 영암군 학산면 용소리  ,한우,1
천해농장,전라남도 영암군 학산면 용소리  ,한우,3
초안농장,전라남도 영암군 학산면 금계리  ,한우,1
로진농장,전라남도 영암군 학산면 금계리  ,한우,2
미라농장,전라남도 영암군 군서면 서구림리  ,한우,13
신상만농장,전라남도 영암군 학산면 용산리  ,한우,1
선정목장,전라남도 영암군 서호면 화송리  ,한우,6
메밀목장,전라남도 영암군 학산면 용산리  ,한우,3
마한축사,전라남도 영암군 시종면 옥야리  ,한우,3
목화정 목장,전라남도 영암군 군서면 해창리  ,한우,24
혜자농장,전라남도 영암군 학산면 상월리  ,한우,3
임대길농장,전라남도 영암군 미암면 신포리  ,한우,4
대진축산,전라남도 영암군 도포면 성산리  ,한우,4
태정목장,전라남도 영암군 시종면 신연리  ,한우,30
주혁축산,전라남도 영암군 시종면 신학리  ,한우,5
창록축산,전라남도 영암군 시종면 신학리  ,한우,5
전일농장,전라남도 영암군 미암면 채지리  ,한우,8
김철농장,전라남도 영암군 학산면 매월리  ,한우,9
석원농장,전라남도 영암군 학산면 독천리  ,한우,3
현우축산,전라남도 영암군 학산면 독천리  ,한우,4
솔청농장,전라남도 영암군 학산면 독천리  ,한우,14
건태농장,전라남도 영암군 학산면 신덕리  ,한우,9
군서농장,전라남도 영암군 군서면 마산리  ,한우,10
연진농장,전라남도 영암군 군서면 동호리  ,한우,7
송죽축산,전라남도 영암군 삼호읍 서호리  ,한우,12
월산농장,전라남도 영암군 군서면 월곡리  ,한우,2
학파축산,전라남도 영암군 서호면 쌍풍리  ,한우,3
믿음농장,전라남도 영암군 서호면 소산리  ,한우,9
장천농장,전라남도 영암군 서호면 장천리  ,한우,4
효성축산,전라남도 영암군 서호면 장천리  ,한우,4
신포농장,전라남도 영암군 미암면 신한리  ,한우,12
시영농장,전라남도 영암군 미암면 채지리  ,한우,3
희망농장,전라남도 영암군 삼호읍 서창리  ,한우,0
황도축산,전라남도 영암군 삼호읍 삼포리  ,한우,18
상일농장,전라남도 영암군 서호면 장천리  ,한우,0
영진목장,전라남도 영암군 서호면 몽해리  ,한우,32
문화목장,전라남도 영암군 서호면 쌍풍리  ,한우,0
기남축산,전라남도 영암군 금정면 월평리  ,한우,0
형석농장,전라남도 영암군 학산면 금계리  ,한우,1
현춘축산,전라남도 영암군 학산면 학계리  ,한우,0
상배농장,전라남도 영암군 신북면 행정리  ,한우,4
창범농장,전라남도 영암군 미암면 두억리  ,한우,3
성화농장,전라남도 영암군 시종면 태간리  ,한우,5
소알목장,전라남도 영암군 학산면 상월리  ,한우,4
용산축산,전라남도 영암군 학산면 용산리  ,한우,2
용산미래농장,전라남도 영암군 학산면 용산리  ,한우,12
상월농장,전라남도 영암군 학산면 상월리  ,한우,1
신덕농장,전라남도 영암군 학산면 신덕리  ,한우,5
백송농장,전라남도 영암군 미암면 채지리  ,한우,5
민희농장,전라남도 영암군 덕진면 영등리  ,한우,49
보라농장,전라남도 영암군 덕진면 노송리  ,한우,20
춘옥농장,전라남도 영암군 삼호읍 동호리  ,한우,7
충우농장,전라남도 영암군 서호면 금강리  ,한우,21
만준농장,전라남도 영암군 서호면 금강리  ,한우,4
문성축사,전라남도 영암군 서호면 금강리  ,한우,5
성인축산,전라남도 영암군 서호면 성재리  ,한우,10
월평농장,전라남도 영암군 서호면 소산리  ,한우,4
월평농장,전라남도 영암군 서호면 쌍풍리  ,한우,3
월평농장,전라남도 영암군 서호면 쌍풍리  ,한우,19
쌍흥농장,전라남도 영암군 서호면 쌍풍리  ,한우,4
안수농장,전라남도 영암군 서호면 쌍풍리  ,한우,4
찬인농장,전라남도 영암군 서호면 쌍풍리  ,한우,19
신풍농장,전라남도 영암군 서호면 쌍풍리  ,한우,18
양동축산,전라남도 영암군 서호면 화송리  ,한우,2
주홍농장,전라남도 영암군 서호면 화송리  ,한우,10
향화농장,전라남도 영암군 서호면 화송리  ,한우,3
용산농장,전라남도 영암군 덕진면 용산리  ,한우,16
용흥농축산,전라남도 영암군 금정면 용흥리  ,한우,10
배바우농장,전라남도 영암군 금정면 안노리  ,한우,7
창현농장,전라남도 영암군 금정면 월평리  ,한우,11
창영농장,전라남도 영암군 신북면 월지리  ,한우,6
조영수농장,전라남도 영암군 도포면 수산리  ,한우,13
이두농장,전라남도 영암군 시종면 월악리  ,한우,4
천일농장,전라남도 영암군 시종면 옥야리  ,한우,2
경용농장,전라남도 영암군 시종면 옥야리  ,한우,8
산업농장,전라남도 영암군 군서면 해창리  ,한우,4
동계축사,전라남도 영암군 군서면 동구림리  ,한우,6
주이농장,전라남도 영암군 군서면 모정리  ,한우,9
민구농장,전라남도 영암군 군서면 모정리  ,한우,11
태영농장,전라남도 영암군 군서면 성양리  ,한우,9
성지농장,전라남도 영암군 군서면 성양리  ,한우,1
토탈축산,전라남도 영암군 덕진면 금강리  ,한우,2
초장동농장,전라남도 영암군 군서면 모정리  ,한우,3
주안농장,전라남도 영암군 도포면 영호리  ,한우,16
경식농장,전라남도 영암군 시종면 월악리  ,한우,21
유천농장,전라남도 영암군 학산면 상월리  ,한우,21
애경농장,전라남도 영암군 덕진면 노송리  ,한우,20
성화농장,전라남도 영암군 시종면 금지리  ,한우,2
성자농장,전라남도 영암군 도포면 원항리  ,한우,13
전연익농장,전라남도 영암군 서호면 화송리  ,한우,2
우리농원,전라남도 영암군 삼호읍 난전리  ,한우,21
주원농장,전라남도 영암군 미암면 신한리  ,한우,2
내호축산,전라남도 영암군 미암면 춘동리  ,한우,11
민형농장,전라남도 영암군 군서면 양장리  ,한우,10
지민농장,전라남도 영암군 미암면 선황리  ,한우,6
화수농장,전라남도 영암군 시종면 신흥리  ,한우,3
월출산농장,전라남도 영암군 도포면 봉호리  ,한우,50
원우농장,전라남도 영암군 덕진면 장선리  ,한우,30
미촌농장,전라남도 영암군 미암면 미암리  ,한우,3
서가네축산,전라남도 영암군 미암면 춘동리  ,한우,9
민경축산,전라남도 영암군 서호면 청용리  ,한우,32
월악농장,전라남도 영암군 시종면 월악리  ,한우,3
규운농장,전라남도 영암군 군서면 동구림리  ,한우,3
한덕축산,전라남도 영암군 도포면 수산리  ,한우,30
영수농장,전라남도 영암군 시종면 내동리  ,한우,8
혜순농장,전라남도 영암군 시종면 와우리  ,한우,3
땅골농장,전라남도 영암군 서호면 금강리  ,한우,11
효신농장,전라남도 영암군 미암면 두억리  ,한우,3
승규농장,전라남도 영암군 도포면 구학리  ,한우,35
카리스농장,전라남도 영암군 도포면 영호리  ,한우,21
어진농장,전라남도 영암군 신북면 이천리  ,한우,20
신등농장,전라남도 영암군 군서면 도갑리  ,한우,14
봉삼약초농장,전라남도 영암군 학산면 은곡리  ,한우,6
미암농장,전라남도 영암군 미암면 두억리  ,한우,3
예은농장,전라남도 영암군 서호면 청용리  ,한우,46
윤민농장,전라남도 영암군 도포면 영호리  ,한우,24
숙이농장,전라남도 영암군 미암면 채지리  ,한우,2
몽해농장,전라남도 영암군 서호면 몽해리  ,한우,14
신덕축산,전라남도 영암군 시종면 구산리  ,한우,130
천우농장,전라남도 영암군 덕진면 영등리  ,한우,60
성촌축산,전라남도 영암군 영암읍 학송리  ,한우,23
구룡농장,전라남도 영암군 영암읍 회문리  ,한우,3
장천목장,전라남도 영암군 서호면 몽해리  ,한우,67
담쟁이농장,전라남도 영암군 도포면 수산리  ,한우,53
행운축산,전라남도 영암군 신북면 행정리  ,한우,90
지명농장,전라남도 영암군 신북면 학동리  ,한우,2
